,회사,공고제목,주소,경력,기술
0,라이언로켓,시니어 프론트엔드 개발자 (5년 이상),서울 중구,경력 5-10년," IT스타트업5년이상의프론트엔드개발경험이있으신분, HTML,CSS,TypeScript등웹기술에대한전문성이있으신분, 주요프론트엔드프레임워크(React,Vue,Svelte,...etc)에대한이해와경험이있으신분, Remix,Nextjs와같은서버사이드렌더링(SSR)에대한이해및사용경험이있으신분, 최신개발프로세스에대한경험(Git,CI/CD,코드리뷰등)이있으신분, 웹표준,반응형디자인,크로스브라우저지원등에대한이해및경험이있으신분, 웹/앱서비스성능개선경험및노하우가있으신분(기술스택), React,Remix,Typescript, react, query,zustand, yarn,pnpm"
0,더블유클럽,플러터 개발자 (2년 이상),서울 강남구,경력 3-9년,"플러터경력개발자로서프론트엔드개발리드로다수의프로젝트수행경험•팀작업,소통능력＞팀원이개발을잘할수있도록설명＞개발코드및문서정리"
0,한국모바일결제,개발팀장 (4년 이상),서울 강남구,경력 3-9년,"개발경력4년이상(개발팀장경력,개발PM,PL경력등포함)•SW시스템아키텍처에대한지식이풍부하신분•개발팀운영능력을보유한분•웹,앱서비스개발전반에대한풍부한경험및지식보유하신분•다수의유저가사용하는실제앱서비스를개발,운영해보신경력이있는분•AWS클라우드환경에서의개발,운영경험"
0,스탬퍼,[신입] 블록체인 엔지니어,서울 강남구,신입,자격요건]•학력:대졸이상(4년)•경력:신입
0,파더스랩,"SW 개발자 (3년이상) (Linux Middleware, BSP)",서울 강남구,경력 3-10년,대졸이상관련학과전공자(전자공학과/정보제어/통신공학전공)ㆍ자동차용(Automotive)SW개발경험ㆍC/C++개발경험ㆍ무선통신개발경험(Bluetooth/Wifi)ㆍ로그를이용한디버깅경험ㆍGit/Repo등형상관리툴사용경험ㆍGENIVI플랫폼사용경험ㆍAndroidplatform경험자우대ㆍ영어커뮤니케이션가능
0,엘케이알,시니어 웹 풀스택 개발자(PL급),경기 고양시,경력 8-15년,"Vue등프론트엔드개발경력이8년이상혹은이에준하는경력을가지신분•서버와클라이언트간RESTfulAPI기반의개발경험이있으신분•HTML,CSS,JavaScript대한이해가있으신분"
0,휴맥스모빌리티,휴맥스이브이 SW 설계 및 개발(Application),경기 성남시,경력 5-12년," 학사이상, 전자,컴퓨터또는관련학과, 경력5년이상~, Clanguage,EmbeddedSW,Network경험자"
0,어라운더블,백엔드 개발자,서울 송파구,경력 5-10년,"5년이상의JAVA개발실무경험또는그에준하는실력이있으신분•ORM에대한이해와사용경험이있으신분•RestAPI에대한이해와실무경험있으신분•Springboot,Spring, jpa,Thymeleaf,jQuery실무경험이있으신분•웹/웹앱개발실무경험이있으신분•DB를구성하고활용할수있는능력이있으신분•웹서버를설정하고튜닝할수있는능력이있으신분•타시스템연동경험(결제API등)•기술관련,기획자/디자이너등비개발자와의원활한소통이가능하신분"
0,무신사,ERP SAP MM 운영/개발,서울 성동구,경력 3-10년,3년이상의SAPERP구매물류(MM)모듈구축/관리경력보유한분•ABAPProgramming개발경험이있으신분•타시스템과의인터페이스개발경험이있으신분
0,월급쟁이부자들,백엔드개발 리드,서울 서초구,경력 7-15년,백엔드개발7년혹은그에준하는역량을보유하신분•Springboot(Java/Kotlin)를이용하여웹서비스개발이가능하신분•능숙하게다루는2개이상의프로그래밍언어를보유하신분•DB설계·적용·활용에대한높은이해도를보유하신분•유지보수가쉽고확장가능한코드설계에대한끝없는욕심을갖고계신분•새로운기술에관심이많고꾸준히스스로학습하시는분
0,어라운더블,웹 개발자/프론트엔드 개발자,서울 송파구,경력 5-10년,실무경력5년차이상•JAVA에익숙하고기타언어하나이상가능•Springframework(SpringBoot)를이용한WebApplication개발경험필수•MVCframework기반의웹서비스나API개발경험보유자•MariaDB등의RDBMS경험필수•기본적인Linux/Unix명령사용능력보유자
0,메인메타,프론트엔드 시니어 개발자,서울 강남구,경력 3-8년,"React개발경력3년이상•Redux등상태관리라이브러리사용경험•RESTAPI,Websocket사용경험"
0,인터엑스,[울산] QA 엔지니어,울산 남구,신입-경력 5년,"이런분이필요해요!], 어플리케이션QA경험이있으신분, SWTest자격증(ISTQBAL/FL,CSTS등)보유하신분"
0,디지털네이티브스,Front-end Engineer,서울 강남구,경력 5-10년,"React실무경력5년이상•Web기술에대한이해도가높은분•Git,Figma등을이용한코드관리및협업경험•AWS,GCP등클라우드컴퓨팅서비스운영경험이있으신분•새로운기술에관심이많고꾸준히스스로학습하시는분•원활한커뮤니케이션이가능하신분•긍정적사고와커뮤니케이션역량"
0,루와콘텐츠그룹,"백엔드 서버 개발자(4년차 이상-초급,중급)",서울 구로구,경력 3-15년,"경력4년이상백엔드개발경력/학력무관•Java,Spring,Node등의백엔드개발숙련자•AWS등의클라우드기반Server구축경험자•Git등의형상관리툴을통한버전관리숙련자•개발자,디자이너와의원활한커뮤니케이션가능자•해외출국에결격사유가없는분•포트폴리오제출필수"
0,에이치비엠피,백엔드,서울 구로구,경력 5-15년,"클라우드환경기반개발능력보유자•이미지,영상,채팅등관련플랫폼개발경력자•실무경력5년이상이신분"
0,에쓰오씨소프트,서버 업무 지원,서울 송파구,경력 1-5년,유관업무경력자
0,플라잉캣,시니어 백엔드 개발자,서울 강남구,경력 5-10년,"소프트웨어원리원칙을준수하시는분(SOLID,ACID)•Patternlanguage구사자•NestJS기반SoftwareProduct개발,설계및운용경험•인프라관리경험자:IaC기반인프라확장설계,구현,SRE모니터링툴운용,최적화경험•TDD/BDD기반프로젝트운용경험•원활한커뮤니케이션이가능하신분•프로젝트리딩혹은신규서비스오픈경력이있으신분"
0,럭스소프트코리아,DevOps Engineer (CI/CD),경기 성남시,경력 3-15년,"UniversitydegreeinEngineering,ComputerScienceorcomparable•4+yearsofrelevantexperienceincludingstrongskillsinDevOpsandCI/CD(ContinuousIntegrationandContinuousDelivery/Deployment)•StrongexperienceindevelopingCI/CDpipelinesforcomplexSWprojects,preferablyinEmbeddedorAutomotive.•Knowledgeofsoftwaredevelopmentlife, cycle•Strongexperiencein:Jenkins,Python,Docker,Grafana,Atlassianproducts(JIRA/Confluence/Bitbucket),Linux,Python,Groovy"
0,아템드메라키,소프트웨어 엔지니어,서울,경력 1-10년,"최소컴퓨터공학,응용수학또는다른기술분야의학사학위를보유하신분(박사및박사과정지원자우대)•numpy,scipy,scikit, learn등의기술을활용한프로그래밍에능숙한분•과학적계산과알고리즘개발경험이있으신분•파이썬등의프로그래밍언어에대한지식이있으신분•디지털자산의많은데이터를분석하는회사특성상,디지털자산경력이필수는아니지만디지털자산시장을배우고자하는열정은반드시필요합니다."
0,인센드,백엔드 개발자,경기 성남시,경력 8-15년,"경력8년이상•창의성,협동심,도전정신중간에포기하지않는개발자와같이하고싶습니다."
0,디케이테크인,KAI(항공우주산업) Back-end 개발자 (사천 근무),경기 성남시,경력 6-10년,Java/SpringFramework기반개발업무경험6년이상•Java개발경험•SpringFramework기반개발경험•제조설계개발경험•SI/SM프로젝트PL수행경험
0,제이앤피메디(JNPMEDI),[100억↑투자] Senior Back-end Software Engineer,인천 연수구,경력 5-30년,"웹서비스개발경력이5년이상인분또는그에상응하는경험이있는분•컴퓨터공학전공혹은그에상응하는지식을보유한분•스타트업조직문화경험이있거나,새롭게만들어가는과정에거리낌없이도전적인분•MSA(MicroServiceArchitecture)에대해설계,개발해본경험이있는분•한가지이상의Framework에대해서동작방식을깊이있게이해하고설명할수있는분•Typescript(javascript)대해서전문성을보유한분"
0,트웰브랩스(Twelve Labs),[200억↑투자] Senior ML Infrastructure Engineer (ML인프라 엔지니어),서울 용산구,경력 5-7년,"3년이상의MLInfra구축및설계경험혹은그에준하는경력이있으신분•총5년이상(MLInfra구축경력포함)의소프트웨어개발경력혹은그에준하는경력이있으신분•Python,Go를실무에사용한경험이있으신분•클라우드상(AWS,Azure,GCP등)에서AI/ML모델배포를해본경험이있으신분[MLPlatform팀Sr.SoftwareEngineer(MLInfrastructure)채용상세]•고용형태:Full, time정규직(수습3개월,급여변동없음)•근무장소:서울시용산구이태원로27길39, 11,2층•채용절차:서류전형＞1차기술과제＞2차(On, site)기술인터뷰, 팀인터뷰＞최종Culture, fit인터뷰＞ReferenceChecks＞최종합격•제출서류:자유양식의상세경력기반의국문또는영문이력서,아래필수사전질문답변(PDF파일권장)[필수사전질문](각질문에대하여2, 3줄정도로간략하게기재해주시면됩니다.)•트웰브랩스합류에있어서지원자분께서가장기대하고계신부분과우려되는부분이있다면무엇인가요?•지원자분께서갖고계신지식과역량,종전의경험등이트웰브랩스에어떤기여를할수있다고생각하시나요?•현재시점에서생각하고계신향후커리어패스또는커리어골(Goal)은무엇인가요?•지원자분의회사선택의기준(우선순위대로3가지)과일에서의동기부여는무엇인가요?"
