,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL,수요
1142,블루닷,시스템 소프트웨어 개발 및 공급업,,2019.0,소기업,22103.0,서울특별시 강남구,머신러닝 엔지니어,"컴퓨터비전,비전,머신,머신러닝,딥러닝지식보유,프로젝트,프로젝트수행경험자,영상,영상처리관련프로젝트,수행경험자,딥러닝프레임워크,Superresolution,Denoising,Deblurring,Coloradjustment,e,g,Pytorch,Tensorflow",0,"컨퍼런스,저널,뉴럴,네트워크,경량,최적화,알고리즘,병역,병역특례,특례,Top Tier",https://www.wanted.co.kr/wd/179551,blue-dot.io,
1143,블루닷,시스템 소프트웨어 개발 및 공급업,,2019.0,소기업,22103.0,서울특별시 강남구,머신러닝 엔지니어,"컴퓨터공학학사이,압축,영상,비디오,영상처리,C,C",2,"비디오,압축,영상,처리,프로젝트,리눅스",https://www.wanted.co.kr/wd/174088,blue-dot.io,
1144,블루닷,시스템 소프트웨어 개발 및 공급업,,2019.0,소기업,22103.0,서울특별시 강남구,머신러닝 엔지니어,"컴퓨터공학학사이,리눅스,리눅스환경,주관적,화질,측정,개념적,개관,측정지표,개념적이해자격,가지부족,노력,캐치업,말고지,C,Python",2,"멀티미디어,프레임워크,동영상,동영상압축포맷,압축,포맷,툴,알고리즘,주관적,개관,화질,화질측정지표,측정,플랫폼,유지보수,클라우드,FFmpeg,Gstreamer,H,HEVC,AWCY",https://www.wanted.co.kr/wd/143022,blue-dot.io,
1145,앤트,응용 소프트웨어 개발 및 공급업,7.0,2020.0,중소기업,14409.0,대전광역시 유성구,머신러닝 엔지니어,"자연어,자연어처리모델,모델,학습경험,프레임워크,모델작성,라이브러리,코드작성,데이터,데이터기반,가설,가설수립,검증,검증관련경험,BERT,GPT,Graphneuralnetwork,GAT,GCN,zero,shot,one,shot,few,shotlearning,Torch,Tensorflow,Python,sklearn,numpy,ML,DL",2,"보안,공정성,스크립트,효율성,석사,학위,상위급,위급,학회지,회지,저널,논문,저자,ML,fairness,explainability,Bash,Python,ML,DL",https://www.wanted.co.kr/wd/106875,www.ant-inc.co,
1146,쉬모스랩,시스템 소프트웨어 개발 및 공급업,9.0,2017.0,중소기업,22833.0,서울특별시 강남구,머신러닝 엔지니어,"이공계,전공무관,공무,학사이상,머신,머신러닝,컴퓨터비전,비전,논문,침착,리눅스,리눅스개발환경,기본적인개발도구,협업도구,여유,Git,Docker",1,"모델,머신러닝,딥러닝,프로덕트,최적화,국제학술대회,논문,석사,석사학위,학위,SW,Object Detection,Recognition,Segmentation,Inference",https://www.wanted.co.kr/wd/127278,www.schmosslab.com,
1147,와들,응용 소프트웨어 개발 및 공급업,5.0,2019.0,소기업,19205.0,대전광역시 중구,머신러닝 엔지니어,"자료,자료구조,알고리즘,데이터베이스,네트워크,분산,분산처리,기초지식,아키텍처,아키텍처개발경험,기여,팀워크,협업중심,개발문화,Python,ML",1,"파이프라인,구축,최적화,프레임워크,컨테이너,모델,서빙,AWS Sagemaker,MLOps,Kubeflow,MLflow,Kubernetes,ECS,ML,LLM Ops,Prompt Engineering",https://www.wanted.co.kr/wd/187941,www.waddlelab.com,
1148,카운터포인트리서치,시장조사 및 여론조사업,,2022.0,,12160.0,서울특별시 강남구,DevOps / 시스템 관리자,"개발언어사용,플랫폼,보안,인프라,효율적,인프라비용,비용,효율적관리,관리,이메일,이메일독해,독해,DevOps,Java,Go,Python,Node,js,CI,CD,Infrastructure",3,"클라우드,플랫폼,구축,최적화,인프라,Data engineer,Mlops,AWS,GCP,Terraform,Infrastructure as Code,Kubernetes,EKS,Mlops",https://www.wanted.co.kr/wd/207553,www.counterpointresearch.com/,
1149,차지비,자동차용 신품 전기장치 제조업,,2019.0,,2424999.0,서울특별시 서초구,DevOps / 시스템 관리자,"정규,정규4년제대,제대,학졸업자,졸업자,클라우드,클라우드환경,서비스배포,Backend,springboot,proj,HTTPRestfulAPI,Linux,Application",5,"프로젝트,부하,부하테스트,자동화,구축,대용량,트래픽,처리,분산,데이터,플리케이션,코드리뷰,품질향상,향상,MSA,System Architecture,MSA,LINUX,DoCKER,AWS ECS,JMeter,Junit,AWS,CI,CD,Server Architecture,Kafka,Redis,Elasticsearch",https://www.wanted.co.kr/wd/206934,www.chargev.co.kr,
1150,크리에이터노믹,포털 및 기타 인터넷 정보매개 서비스업,,2022.0,,0.0,서울특별시 중구,DevOps / 시스템 관리자,"명함,디지털,호기심,명함서비스,기대감,백엔드개발경력,NestJS,TypeScript,RESTfulAPI,NoSQL,RDBMS,MongoDB,Docker",1,"프로젝트,대용량,분산,분산처리,처리,구축,객체지향,문제해결,해결,능력,커뮤니케이션,MSA,kafka,Redis,CI,CD,AWS",https://www.wanted.co.kr/wd/206642,home.myslice.is,
1151,아데나소프트웨어,시스템 소프트웨어 개발 및 공급업,116.0,2016.0,중소기업,2472629.0,서울특별시 강남구,DevOps / 시스템 관리자,"개진,토론,의견,연구,시스템개선,개선,클라우드,클라우드운영경험,인프라,인프라구성,구성경험,오픈소스,서비스구성경험,조치,조치경험,시스템장애,배포자동화,자동화,파이프,파이프라인,파이프라인구축,배포경험우대,AWS,GCP,Terraform,ECS,EKS,Linux,Windows,OS,CI,CD,Gitlab",3,"관련전공자,전공자,자동화,심사,보안,지식,문제해결,해결,능력,SRE,DevOps,ECS,EKS,Language Skill,Terraform,Python,Bash,ISMS",https://www.wanted.co.kr/wd/145853,www.adenasoft.com,
1152,어플라이드인튜이션코리아,"컴퓨터 및 주변장치, 소프트웨어 도매업",,2021.0,,,서울특별시 영등포구,DevOps / 시스템 관리자,"인프라,대규모,소프트웨어,엔지니어,엔지니어링,소프트웨어제품,엔지니어링역할,셸스크,셸스크립팅,상위언어,코딩경험,마이크로,마이크로서비스,스트레이션,레이션,컨테이너형시스템,작업,작업경험,한국어,유창,Bash,Python,Kubernetes",5,"툴,툴링,퍼블릭,클라우드,러스터,스터,소프트웨어,구축,AWS",https://www.wanted.co.kr/wd/202660,applied.co,
1153,라텔앤드파트너즈,광고 대행업,36.0,2020.0,중소기업,301252.0,서울특별시 중구,DevOps / 시스템 관리자,"애플리케이션,배포자동화,자동화,파이프,파이프라인,파이프라인구축,AWS,CI,CD,ec,AWS,Linux",2,"심사,알람,구축,인프라,사이클,ISMS,CI,CD,Logging,Backup,Monitoring",https://www.wanted.co.kr/wd/199515,heyratel.com,
1154,트랄라랩,기타 게임 소프트웨어 개발 및 공급업,,2023.0,,,경기도 성남시 분당구,DevOps / 시스템 관리자,"유사,유사분야,학사학위소지,학위,아키텍처,마이크로,마이크로서비스,플랫폼,카프카,개념,이해도,리눅스,리눅스환경,클라우드,클라우드플랫폼경험,트랄,트랄라랩,랩,운용,블록,체인,체인노드,노드,데이터,데이터운용,코파일럿,파일럿,협업툴,DevOps,CI,CD,Docker,AWS,GCP,AWS,GCP,DevOps,ChatGPT,Copilot,AI,Notion,Google,Slack",5,"배포,클라우드,블록,블록체인,체인,심층,영어,의사소통,Kubernetes,Big Data,Serverless microservice,API gateway,Lambda",https://www.wanted.co.kr/wd/181787,trala.me/,
1155,팹,응용 소프트웨어 개발 및 공급업,,2022.0,대기업,,서울특별시 서초구,DevOps / 시스템 관리자,"백엔드개발7,프로그래밍언어전문,전문,팹기,팹기술스택,Java,Kotlin,SpringBoot,SpringMVC,SpringDataJPA,Git,Docker,GithubAction,Gradle,AWS,S,CloudFront,lambda,SQS,Glue,Nest,js,Deprecated,Kotlin,Gradle,SpringBoot,SpringMVC,SpringDataJPA,JPA,Hibernate,MySQL,Aurora,Redis,Elasticsearch,Elasticbeanstalk,Docker,AWS,S,CloudFront,lambda,SQS,Glue,Git,Docker,GithubAction",7,"서버,정확,예측,집중,미래,통용,기본기,모델,모델링,Kubernetes,Istio,Terraform",https://www.wanted.co.kr/wd/205880,www.chicment.kr/,
1156,이큐브랩,그 외 기타 특수목적용 기계 제조업,62.0,2011.0,중소기업,187161.0,서울특별시 구로구,DevOps / 시스템 관리자,"유관경력,지식보유,클라우드,서비스운영,관리,관리경험3년,인프라,인프라관리경험3,러스터구축,운영경험3년,컨테이너기반,서비스운영경험3,깅,모니터링경험보유,Backendengineer,Infraengineer,AWS,GCP,Azure,Terraform,AWSCDK,IaC,Kubernetes,AWSCertifiedSolutionArchitect,Associate,Prometheus,Datadog,ELK",5,"구축,메시지,브로커,On,premise,OpenStack,IaaS,Private,Public Cloud,Multi Cloud,AD,LDAP,Directory Service,Vault,Multi Cloud,Kafka",https://www.wanted.co.kr/wd/115294,www.ecubelabs.com,
1157,티맥스메타버스,응용 소프트웨어 개발 및 공급업,,2022.0,,0.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"정규,정규대학졸업자,대학,졸업자,서버개발경험,기반시스템설계,서비스경험,결격사유,RESTAPI,SpringBoot,SpringCloud,MySQL,Oracle,DBMS,MSA",3,"배포,자동화,컨테이너,모니터링,데이터,시각화,보훈,Docker,Kubernetes",https://www.wanted.co.kr/wd/199093,kr.tmaxsoft.com/,
1158,헥토데이터,시스템 소프트웨어 개발 및 공급업,,2009.0,,350137.0,서울특별시 강남구,DevOps / 시스템 관리자,"운영업무1,리눅스,리눅스사용가능,IT",5,"컴퓨터공학,정보통신,출신,자격증,오픈소스,솔루션,모니터링,자동화,IT",https://www.wanted.co.kr/wd/206898,www.heenam.co.kr,
1159,로보코리아,응용 소프트웨어 개발 및 공급업,3.0,2016.0,중소기업,60882.0,서울특별시 강남구,DevOps / 시스템 관리자,"트렌드,아키텍처,아키텍처설계,인프라,클라우드,클라우드환경,인프라관리경험,관리,애자일,스크럼,칸,칸반,프로세스경험,AWS,Datadog,Grafana,Prometheus",5,"프로젝트,고도화,파이프라인,클라우드,인프라,적합성,계발,애착,줄,아시,효율성,프로세스,성장,매사,주도적,책임감,TypeScript,NestJS,MLOps,Terraform,IaC,MSA,TDD,Test Driven Development,LOVO Backend,TypeScript,NestJS,Express,NodeJS,AWS ECS,EC,Lambda,API Gateway,S,CloudFront,SQS,SNS,SageMaker,AWS CodePipeline,CodeBuild,CodeDeploy,CodeStar,AWS CloudWatch,CloudTrail,DataDog,Pulumi,IaC,MongoDB,Stripe,LOVO Backend",https://www.wanted.co.kr/wd/110659,www.lovo.ai,
1160,한국포인트거래소,컴퓨터 프로그래밍 서비스업,,2021.0,,,서울특별시 강남구,DevOps / 시스템 관리자,"환경서비스경험,5년이상관련,종사자,AWS",5,"유경험자,이중화,Docker,DB",https://www.wanted.co.kr/wd/196709,www.kpxdx.com/,
1161,엔에이치엔커머스,시스템 소프트웨어 개발 및 공급업,213.0,2003.0,중견기업,3346598.0,서울특별시 구로구,DevOps / 시스템 관리자,"부산근무가능,시스템엔지니어경력2,엔지니어,서비스경험,Linux,DevOps",2,"대용량,트래픽,분산,처리,클라우드,Python,shell script,Ansible,Chef,Puppet,SaltStack,Configuration Management Tool,AWS,GCP,Docker,container,OpenStack",https://www.wanted.co.kr/wd/207446,godo.co.kr,
1162,핏펫,전자상거래 소매업,231.0,2017.0,중소기업,3002277.0,서울특별시 강남구,DevOps / 시스템 관리자,"최소3년이상,유관경력,관련경험,클라우드,클라우드환경,자동화,자동화경험,네트워크,네트워크구조,능동적,Helm,Kubernetes,ContainerOrchestration,Terraform,IaC,CI,CD,Monitoring,Logging,Tracing,Linux,Unix,Slack,Confluence,Jira",3,"프로그래밍,자동화,튜닝,네트워크,전문적,지식,대용량,트래픽,대응,프로젝트,프로세스,보안,계신,SRE,Go,Rust,Python,Platform,Service Mesh,Linkerd,Istio,AppMesh,Linux Kernel,CNCF,DevOps,Container,microservice architecture,Router,Switch,WiFi,VPN,Firewall",https://www.wanted.co.kr/wd/190582,fitpet.co.kr,
1163,헥슬란트,시스템 소프트웨어 개발 및 공급업,,2018.0,,401725.0,서울특별시 강남구,DevOps / 시스템 관리자,"인프라,클라우드,인프라운영경험,자동화,자동화툴,성능,최적화,운영자동화,노력,DevOps,AWS,CI,CD,Grafana,ELKStack",1,"블록,블록체인,체인,가상,가상자산,자산,스타트업,효율,분석,Lean startup,Agile Organization",https://www.wanted.co.kr/wd/202091,www.hexlant.com,
1164,아이헤이트플라잉버그스,온라인 교육 학원,457.0,2012.0,중소기업,1315544.0,서울특별시 영등포구,DevOps / 시스템 관리자,"관련경력5년,클라우드,클라우드서비스,관리,관리경험,인프라,인프라경험,컨테이너기반,파이프,파이프라인,파이프라인구축,깅툴,인프라코드,AWS,Azure,GCP,Kubernetes,Docker,CI,CD,Prometheus,Grafana,ELKStack,Terraform,Ansible,Git,Git,flow",5,"역량,대용량,트래픽,처리,인프라,구축,아키텍처,네이버,클라우드,플랫폼,보안,지식,네트워크,업계,프로세스,지원방법,자유형식,형식,파일,포트폴리오,MSA,PDF,Github,PDF",https://www.wanted.co.kr/wd/203959,www.mildang.kr,
1165,웨이커,데이터베이스 및 온라인정보 제공업,,2020.0,,3288.0,서울특별시 강남구,DevOps / 시스템 관리자,"인프라,인프라운영관련경력,리눅스,리눅스시스템엔지니어관련,엔지니어,플랫폼,클라우드,플랫폼구축,파이프,파이프라인,파이프라인구축,모니터링시스템구축,대규모,아키텍처,아키텍처설계경험,AWS,GCP,Azure,CI,CD",5,"데이터,데이터베이스,컨테이너,협업",https://www.wanted.co.kr/wd/197911,waiker.ai/ko,
1166,퀀팃,시스템 소프트웨어 개발 및 공급업,,2019.0,,183996.0,서울특별시 영등포구,DevOps / 시스템 관리자,"고객관점,생각,서비스개발,런칭,보수,이후유지,유지,보수경험,PythonWebFramework,Django,FastAPI,WebApplication,B,C",5,"클라우드,만난,해결,반대,기한,토끼,토끼굴,굴,목표,책,최적,해결책,이후,유지보수,성장,배려,배려심,커뮤니케이션,협업,능력,AWS,Kubernetes,GitOps,CI,CD,Kubernetes,CI,CD",https://www.wanted.co.kr/wd/148896,quantit.io/,
1167,제주도닷컴,여행사업,23.0,2003.0,중소기업,200032.0,서울특별시 구로구,DevOps / 시스템 관리자,"퍼블릭,퍼블릭클라우드,클라우드,서버운영경험자,리눅스,윈도,윈도우,리눅스계열,윈도우시스템운영,관리,실무자,지식보유,AWS,IDC,Network,DB,NETorJAVA",5,"지식,2인,외주,개발사,Dev Ops,AWS Cloud,NET,Go,Java,MSA",https://www.wanted.co.kr/wd/202074,www.jejudo.com,
1168,씽크프리,시스템 소프트웨어 개발 및 공급업,,2004.0,,324000.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"인프라,스토리,스토리지인프라,시스템운영,관리,자동화,키텍,IT,Linux,Windows",2,"가상,플랫폼,구축,커뮤니케이션,능력,AWS,Atlassian JIRA,Confluence",https://www.wanted.co.kr/wd/206803,thinkfree.com/,
1169,플루고코리아,응용 소프트웨어 개발 및 공급업,,2022.0,,28417.0,서울특별시 강남구,DevOps / 시스템 관리자,"백엔드개발,클라우드,클라우드서비스,비즈니스레벨,Golang,Typescript,AWS,AWSEKS,CDK",3,"마이크로,마이크로서비스,아키텍처,Kubernetes,Provisioned service,On,demand service,Kinesis,SNS FIFO,SQS FIFO,DynamoDB,Aurora Serverless v",https://www.wanted.co.kr/wd/168579,plugo.co/,
1170,파이온코퍼레이션,응용 소프트웨어 개발 및 공급업,,2019.0,,144045.0,서울특별시 강남구,DevOps / 시스템 관리자,"클라우드,클라우드기반인프라운영,인프라,경험3년이상,프로그래밍언어,중급,중급이상활용,글로벌,글로벌서비스네트워크환경,네트워크,AWS,Python",3,"동영상,온라인,광고,플랫폼,보안,자격증,졸업자,업자,AWS",https://www.wanted.co.kr/wd/142772,pioncorp.com,
1171,플루고코리아,응용 소프트웨어 개발 및 공급업,,2022.0,,28417.0,서울특별시 강남구,DevOps / 시스템 관리자,"개발3년이상,경력포함,원칙,클라우드,클라우드서비스,마이크로,마이크로서비스운영,개선,비즈니스레벨,DevOps,DevOps,SRE,AWS,AWSEKS,CDK,ArgoCD,Kubernetes",3,"툴,Kosko,CDK,S,RDS MySQL,Aurora Serverless,MongoDB,DynamoDB,DB",https://www.wanted.co.kr/wd/160549,plugo.co/,
1172,로보코리아,응용 소프트웨어 개발 및 공급업,3.0,2016.0,중소기업,60882.0,서울특별시 강남구,DevOps / 시스템 관리자,"트렌드,아키텍처,아키텍처설계,인프라,클라우드,클라우드환경,인프라관리경험,관리,애자일,스크럼,칸,칸반,프로세스경험,AWS,Datadog,Grafana,Prometheus",5,"프로젝트,고도화,파이프라인,클라우드,인프라,적합성,계발,애착,줄,아시,효율성,프로세스,성장,매사,주도적,책임감,TypeScript,NestJS,MLOps,Terraform,IaC,MSA,TDD,Test Driven Development,LOVO Backend,TypeScript,NestJS,Express,NodeJS,Python,Flask,FastAPI,PyTorch,AWS ECS,EC,Lambda,API Gateway,S,CloudFront,SQS,SNS,SageMaker,AWS CodePipeline,CodeBuild,CodeDeploy,AWS CloudWatch,CloudTrail,DataDog,Terraform,IaC,MongoDB,Redis,Stripe,LOVO",https://www.wanted.co.kr/wd/56543,www.lovo.ai,
1173,위펀,"빵류, 과자류, 당류, 초콜릿 도매업",,2018.0,,4679707.0,서울특별시 강남구,DevOps / 시스템 관리자,"백엔드개발경험,데이터,베이스,관계형,활용경험,명령어,명령어활용능력,Java,SpringBoot,JPA,Querydsl,ORM,MySQL,MariaDB,RESTfulAPI,Linux,Unix",3,"성능,벤치마킹,최적화,도메인,프로그래밍,프레임워크,레거시,프로젝트,점진적,리팩터링,팩터링,유닛,파이프라인,대용량,아키텍처,데이터,구축,메세지,브로커,애자일,자일,프로세스,복적,자동화,효율,ERP,CRM,NodeJS,JUnit,AWS,GCP,Cloud,Infra,CI,CD,AL,ML,DL,Microservice,Docker,Kubernetes,Container,Kubernetes Cluster,Kafka,RabbitMQ,Scrum,MVP,Minimum Viable Product",https://www.wanted.co.kr/wd/186201,snack24h.com,
1174,브랜디,남녀용 겉옷 및 셔츠 도매업,20.0,2014.0,중소기업,11721798.0,서울특별시 성동구,DevOps / 시스템 관리자,"퍼블릭,클라우드,클라우드설계,스크립트,코딩기,딩기,스크립트작성,스트레이션환경,레이션,파이프,활용경험,파이프라인,리눅스,데이터베이스,스토리지,분산,분산시스템,네트워크,인프라,인프라환경구성요소,장애대응,반복,절감,자동화,리소스,효율,효율적,운영환경,InfrastructureasCode,Terraform,Packer,Helm,Python,Bash,GitOps,AWSCodeSeries,ArgoCD",4,"클라우드,구축,해결,인프라,자동화,자동화해본,마이크로,마이크로서비스,아키텍처,문제해결,능력,안정적,Terraform,Helm,Packer,Kubernetes,Istio",https://www.wanted.co.kr/wd/202726,www.brandi.co.kr,
1175,어니컴,시스템 소프트웨어 개발 및 공급업,415.0,1998.0,중소기업,2600067.0,서울특별시 용산구,DevOps / 시스템 관리자,"5년실무경험,긍정적,소통가능,도전,학습능력,주도적,능동적",1,"오픈소스,구축,퍼블릭,클라우드,가상,자동화,Redis,RabbitMQ,elk,Azure,OpenStack,VMWare,Linux,CentOS,Rocky,Ubuntu,Shell Script,docker",https://www.wanted.co.kr/wd/142345,www.onycom.com,
1176,세포아소프트,응용 소프트웨어 개발 및 공급업,34.0,2007.0,중소기업,425832.0,서울특별시 서초구,DevOps / 시스템 관리자,"유관업무경력,미스,클라우드,미스환경,일반,일반적,긍정적,도전,학습능력,주도적,능동적,AWS,Public",1,"리눅스,모니터링,로그,분석,구축,마이그레이션,shell script,Prometheus,Grafana,Docker,K,s,Database,Oracle,MySQL,MariaDB,Web,Was,Apache,Tomcat,CI,CD,Jenkins,Argo",https://www.wanted.co.kr/wd/179838,www.sepoasoft.co.kr,
1177,브이몬스터,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 서대문구,DevOps / 시스템 관리자,"관련분야실무2,프롬프트,동작원리,효과적,프로젝트,프레임워크,동료,논리적,체계적,AI,NLP,LLM,LLM,ChatGPT,DeepLearning,PyTorch,Tensorflow",2,"석사,학위,인공지능,모델,프롬,프롬프트,엔지니어,엔지니어링,파인,파인튜닝,튜닝,파이프라인,기술적,구축,스타트업,프로세스,성장,AI,GPT,Stable Diffusion,LLM,LLM,LLM,MLOps",https://www.wanted.co.kr/wd/207219,vmonster.io/,
1178,럭스소프트코리아,기타 엔지니어링 서비스업,44.0,2018.0,중소기업,207827.0,서울특별시 영등포구,DevOps / 시스템 관리자,"UniversitydegreeinEngineering,ComputerScienceorcomparable,yearsofrelevantexperienceincludingstrongskillsinDevOpsandCI,CD,ContinuousIntegrationandContinuousDelivery,Deployment,StrongexperienceindevelopingCI,CDpipelinesforcomplexSWprojects,preferablyinEmbeddedorAutomotive,Knowledgeofsoftwaredevelopmentlife,cycle,Strongexperiencein,Jenkins,Python,Docker,Grafana,Atlassianproducts,JIRA,Confluence,Bitbucket,Linux,Python,Groovy",5,"Codesonar,Helix QAC,Artifactory,PTC Integrity,V,Model,Knowledge of Automotive SPICE,Yocto,GitLab,Android",https://www.wanted.co.kr/wd/202314,www.luxoft.com,
1179,구름,응용 소프트웨어 개발 및 공급업,30.0,2013.0,중소기업,172982.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"졸업예정자가능,병역,의무,군면제,면제,React,NodeJS",4,"프레임워크,툴,라이브러리,지식,클라우드,JavaScript,DevOps,Front,end",https://www.wanted.co.kr/wd/165727,goorm.co,
1180,플루언트,사회복지 상담서비스 제공업,2.0,2021.0,중소기업,1800.0,서울특별시 강남구,DevOps / 시스템 관리자,"딥러닝프레임,러닝모델,모델,개척,창의,아이디어,창의적인,PyTorch,TensorFlow,HuggingFace,GenerativeAI,Diffusion",2,"딥러닝,모델,최적화,아바,모션,음성,도메인,감정,감정분석,분석,Inference system,D,blendshape,rigging,STT,TTS,Lip,sync",https://www.wanted.co.kr/wd/128700,fluentt.ai,
1181,에스티씨랩,응용 소프트웨어 개발 및 공급업,70.0,2020.0,중소기업,1102295.0,서울특별시 강남구,DevOps / 시스템 관리자,"대인관계,트렌드,기술습득,웹애플리케이션,애플리케이션,설치,운영가능,IT,Linux",2,"솔루션,전공자,전공자분,Cloud,WAS,APM,Docker,Kubernetes,IT",https://www.wanted.co.kr/wd/186851,www.stclab.com,
1182,스매시,데이터베이스 및 온라인정보 제공업,1.0,2022.0,중소기업,1283.0,충청남도 아산시,DevOps / 시스템 관리자,"아키텍처,소프트웨어,아키텍처설계,시스템통합경험,효과,효과적인,코드리뷰,리뷰,멘토링,멘토링경험,Django,Spring,RESTfulAPI",8,"클라우드,컨테이너,배포,파이프라인,구축,백엔드,엔드,AWS,Azure,Docker,Kubernetes,CI,CD,NET",https://www.wanted.co.kr/wd/205186,www.smaxh.com,
1183,이지샵,시스템 소프트웨어 개발 및 공급업,,2022.0,,173520.0,서울특별시 중구,DevOps / 시스템 관리자,"보안,보안관련실무경험,클라우드,클라우드서비스모니터링,장애복구,복구,클라우드서버관리경험,관리",3,"보안,네트워크,지식,정보보호시스템,실무경험,ISMS",https://www.wanted.co.kr/wd/121889,www.easyshop.co.kr,
1184,핵클,응용 소프트웨어 개발 및 공급업,25.0,2020.0,중소기업,58434.0,서울특별시 강남구,DevOps / 시스템 관리자,"비용,비용체계,체계,클라우드,클라우드비용분석,분석,최적화,최적화경험,AWS,EDP,SP,RI",3,"데이터,레이크,스타트업,B,B SaaS",https://www.wanted.co.kr/wd/185544,www.hackle.io,
1185,안랩블록체인컴퍼니,응용 소프트웨어 개발 및 공급업,,2022.0,,0.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"정보,정보보호업무경력,보호,인증,인증심사,컴플라이,플라이,언스,언스감사,감사,스감,대응업무경험,보안,서비스운영,취약,취약점,취약점조치,조치,ISMS,AWS,OS,Linux,Windows",3,"정보보안기사,보안,기사,스크립트,능력,CPPG,Python,Shell Script",https://www.wanted.co.kr/wd/202108,myabcwallet.io,
1186,버즈빌,광고매체 판매업,117.0,2012.0,중소기업,6909875.0,서울특별시 송파구,DevOps / 시스템 관리자,"정의,생각,프로그램,프로그램언어,알고리즘,데이터,데이터구조,데이터베이스,전산,전산지식,이해도,클라우드,티브,티브환경,쿠버,티스,스에,OS",5,"발생시,해결,백엔드,엔드",https://www.wanted.co.kr/wd/161256,www.buzzvil.com,
1187,발란,전자상거래 소매업,1.0,2015.0,중소기업,8913120.0,서울특별시 강남구,DevOps / 시스템 관리자,"서비스운영,구축경험자,이중화,이중화구성,백업,복구,복구경험,클라우드,클라우드환경,운영경험자,DB,Mysql,MariaDB,MongoDB,DBMS,MongoDBReplSet,QueryTuning,Deadlock,DBTroubleShooting,RDBDataModeling,DBMS",5,"데이터,솔루션,구축,프로세스,프로젝트,서버,Elasticsearch,Windows,Linux,OS",https://www.wanted.co.kr/wd/201056,www.balaan.co.kr,
1188,유니메오,응용 소프트웨어 개발 및 공급업,33.0,2017.0,중소기업,253688.0,서울특별시 서초구,DevOps / 시스템 관리자,"유관경력,기반설계,형상관리경험,관리,SpringBoot,RESTfulAPI,DB,Git",6,"클라우드,서버,구축,성능,21,AWS,docker,K,s,Redis,NoSql,DB,JPA,Tool,Spring Boot,x,Java,JPA,IDE,IntelliJ,DB,AuroraDB,MySql,Redis,K,s,EKS,Docker,AWS,Bitbucket,Jira,Confluence,Slack,Postman",https://www.wanted.co.kr/wd/193747,www.unimewo.com,
1189,앤서스랩코리아,응용 소프트웨어 개발 및 공급업,,2014.0,,4511435.0,서울특별시 강남구,DevOps / 시스템 관리자,"8년이상,엔지니어,엔지니어경력,라이브,클라우드,라이브서비스구축,클라우드서비스환경,자동화,파이프,파이프라인,파이프라인구축,로그분석시스템,분석,활용경험,DevOps,AWS,Azure,GCP,Alibaba,IaC,Terraform,Packer,Helm,CI,CD,Git,Kubernetes,CloudKubernetes,EKS,AKS,datadog,opensearch,GitOps,ArgoCD",8,"게임,플랫폼,접속량,분산,처리,아키텍처,대량,서버,구축,27001,보안,심사,Python,Shell script,ISMS,ISO,Fluency in English",https://www.wanted.co.kr/wd/205834,www.nsuslab.com,
1190,플루언트,사회복지 상담서비스 제공업,2.0,2021.0,중소기업,1800.0,서울특별시 강남구,DevOps / 시스템 관리자,"딥러닝프레임,러닝모델,모델,개척,창의,아이디어,창의적인,PyTorch,TensorFlow,HuggingFace,GenerativeAI,Diffusion",2,"딥러닝,모델,최적화,아바,모션,음성,도메인,감정,감정분석,분석,Inference system,D,blendshape,rigging,STT,TTS,Lip,sync",https://www.wanted.co.kr/wd/206022,fluentt.ai,
1191,스탬퍼,시스템 소프트웨어 개발 및 공급업,,2018.0,,431440.0,서울특별시 강남구,DevOps / 시스템 관리자,,0,"시스템공학,전공자,블록,블록체인,체인,노드,영어,의사소통,Tendermint",https://www.wanted.co.kr/wd/189207,stamper.network/,
1192,럭스소프트코리아,기타 엔지니어링 서비스업,44.0,2018.0,중소기업,207827.0,서울특별시 영등포구,DevOps / 시스템 관리자,"UniversitydegreeinEngineering,ComputerScienceorcomparable,yearsofrelevantexperienceincludingstrongskillsinDevOpsandCI,CD,ContinuousIntegrationandContinuousDelivery,Deployment,StrongexperienceindevelopingCI,CDpipelinesforcomplexSWprojects,preferablyinEmbeddedorAutomotive,Knowledgeofsoftwaredevelopmentlife,cycle,Strongexperiencein,Jenkins,Python,Docker,Grafana,Atlassianproducts,JIRA,Confluence,Bitbucket,Linux,Python,Groovy",3,"Codesonar,Helix QAC,Artifactory,PTC Integrity,V,Model,Knowledge of Automotive SPICE,Yocto,GitLab,Android",https://www.wanted.co.kr/wd/202315,www.luxoft.com,
