,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL
1088,클로인트,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 서초구,파이썬 개발자,"데이터,데이터분석관련실무,분석,경력3년이상,메인넷,넷,모델링,모델링가능,데이터시각화툴,시각화,활용능력,온,온체인데이터분석,체인,추적,추적툴,고급,업무자동화도구개발,자동화,자기주도적,분선호,Block,TX,SQL,HQL,Tableau,Maltego,Gephi,Dune,Messari,Chainalysis,Qlue,MetaSleuth,DB,Query,Mysql,Postgresql,MongoDB,Neo,j",3,"체인,탐정,분석가,보안,전공자,블록,블록체인,암호화폐,전문,취약점,탐지,자동화,해킹,영어,의사소통,문서,Forensic,Forensic,BoB,Major",https://www.wanted.co.kr/wd/193318,www.kloint.co.kr
1089,플라잎,시스템 소프트웨어 개발 및 공급업,20.0,2020.0,중소기업,8000.0,경기도 성남시 분당구,파이썬 개발자,"개발경력3년,숙련자,프로젝트,진행경험,라이브러리,관련지식,아이디어,정확,근거,업무추진,근거기반협력,추진,협력,성취,근무경험,도전,완료,투자,성공적,책임감,ComputerVision,C,C,Python,OpenCV,Imageprocessing",3,"소프트웨어,Camera,Geometry,Linux",https://www.wanted.co.kr/wd/135235,www.plaif.com
1090,플라잎,시스템 소프트웨어 개발 및 공급업,20.0,2020.0,중소기업,8000.0,경기도 성남시 분당구,파이썬 개발자,"숙련자,관련지식보유,관련연구,연구,성취,근무경험,도전,완료,투자,성공적,책임감,프로젝트,C,C,Python,Tensorflow,Pytorch,MachineLearning,Computervision",3,"프로젝트,논문,모니터링,로봇,배경,배경지식,지식,최적화,성능,소프트웨어,석사,박사,학위,D Data,Computer Vision,Machine Learning,ROS,Robot operating system,CUDA,Tensor RT,Deep Learning Network,GAN,Photorealistic synthetic data",https://www.wanted.co.kr/wd/79938,www.plaif.com
1091,세이프에이아이,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 강남구,파이썬 개발자,"공부,최신트렌드,트렌드,기초지식,서버개발경험,프레임워크,데이터베이스,데이터베이스설계,관리,관리경험,DataStructure,OOP,Algorithm,ComputerScience,Express,Spring,Django,Mysql,MongoDB,Docker,Git",3,"구축,머신러닝,모델,웹,AWS,Azure,Public Cloud,AI,JavaScript,React,UI,App,DevOps,MLOps,SAFE AI",https://www.wanted.co.kr/wd/202161,www.safeai.kr
1092,데일리샷,전자상거래 소매업,,2018.0,,126562.0,서울특별시 강남구,파이썬 개발자,"엔드개발업무경험,클라이언트,이해도,협업가능,피드백,공유,문서화,정보,리뷰,코드작성,생각,Python,RESTfulAPI,DjangoFramework,GitHub",3,"스타트업,데일리,데일리샷,샷,인프라,구축,유지보수,머스,풀필먼트,먼트,대규모,실시간,트래픽,처리,리팩토링,오픈소스,AWS",https://www.wanted.co.kr/wd/206447,www.dailyshot.co
1093,아이엠에스이,전기ㆍ전자공학 연구개발업,,2021.0,,,경기도 성남시 분당구,파이썬 개발자,"웹서비스개발,운영업무관련역량,마이크로,아키텍처,서비스설계,마이크로서비스,개발능력,테스트설계,수행능력,깃,깃허브,지라,젠킨스,개발툴사용능력,기획자,소통능력,클라우드,클라우드개발,AWS,Public",10,"역량,안정적,대응,능력,보안,운영중인,람다,OOP,pytest,unittest,AWS,CloudFoundation,SAM,Infrastructure as Code pipeline",https://www.wanted.co.kr/wd/205819,www.ms-global.com/
1094,유에이치씨,그 외 기타 숙박업,,2017.0,,1554952.0,서울특별시 중구,파이썬 개발자,"최신모델,모델,이해도,연동유경험자,시계열,시계열모델,러닝모델개발경험,AI,Transformer,API,TorchServe,FastAPI,RestAPI,gRPC,Regression,Classification",3,"석사,학력,학력무관",https://www.wanted.co.kr/wd/204186,uhsuite.imweb.me/
1095,에임비랩,응용 소프트웨어 개발 및 공급업,,2020.0,,7965.0,경기도 성남시 분당구,파이썬 개발자,"최신모델,모델,이해도,연동유경험자,시계열,시계열모델,러닝모델개발경험,AI,Transformer,API,TorchServe,FastAPI,RestAPI,gRPC,Regression,Classification",3,"경력자,군전역,전역,간부",https://www.wanted.co.kr/wd/204186,www.aimbelab.com
1096,지놈인사이트테크놀로지,데이터베이스 및 온라인정보 제공업,,2020.0,,239431.0,대전광역시 유성구,파이썬 개발자,"Bachelor,sdegreeorhigherinComputerScience,Electrical,ElectronicEngineering,Bioinformatics,orarelatedfield,Atleasttwoofthefollowingexperiences,oProficiencyinPython,C,forsoftwaredevelopment,oExperienceinBioinformatics,oExperienceinthedevelopmentofAI,ML,basedsoftware,Aminimumof,yearsofprofessionalexperienceorequivalent,includingMaster,sdegree,UnderstandinganddevelopmentexperienceinaLinuxenvironment,Excellentcommunicationandcollaborationskills,ProficiencyinbothEnglishandKorean",2,"Experience in implementing software,services based on AI,ML models,Understanding of Genomics and NGS,Next Generation Sequencing,is a plus",https://www.wanted.co.kr/wd/202387,genomeinsight.net/ko/
1097,유에이치씨,그 외 기타 숙박업,,2017.0,,1554952.0,서울특별시 중구,파이썬 개발자,"공대,공대졸업자,졸업자,클라우드,클라우드환경,로그인,서버개발,유지,유지보수,보수,열정,개발유경험자,DjangoRESTAPI,MySQL,MSSQL,B,BAPI",5,"영어,독해,능력,스타트업,클라우드,유경험자,마이크로,마이크로서비스,Machine Learning,Python,NoSQL,Docker,Kubernetes,Microservice",https://www.wanted.co.kr/wd/204195,uhsuite.imweb.me/
1098,웜블러드,기타 부동산 개발 및 공급업,,2022.0,,0.0,서울특별시 강남구,파이썬 개발자,"프론트,백엔드,프론트엔드,유행,추종,적정기술,가급적,10년차,현재개발조직,2인규모,마켓,모델링,대중적,독특,통합적,DB,Djangotemplate,vanillaJavascript,TailwindCSS,CSS,UI,UX,Python,Django,Javascript,RESTAPI,SPA,Djangotemplate,HTMx",3,"긍정적,마인드,마인드셋,성격,상호,배려,마음,역량,그림,헌신,자세,성장,토론,전문적,호기심,지식,갈망,학습,메타인지,인지,성찰,바꾸기,Team Work,commitment,growth mindset,dialogue,discusion,excellency,re,think",https://www.wanted.co.kr/wd/142233,www.warmblood.kr
1099,마더브레인,광고 대행업,121.0,2009.0,중소기업,1175240.0,서울특별시 서초구,파이썬 개발자,"직급,차장급,경력8년이상,필요경력,광고,데이터,데이터수집,수집,시각화,시각화개발,빅데이터저장,저장,통계,통계분석개발,분석,빅데이터시각화개발,아키텍처,클라우드,환경개발경험,비정형,데이터분석,데이터크롤링,크롤링,API,MSA,AWS,JavaSpringBoot,API,ElasticSearch,OpenSearch,AWS,RDBMS,MySQL,MariaDB,SQL,Python,Flask,API",8,"데이터,시각화,인프라,클라우드,서버,신기술,Vuejs,AWS",https://www.wanted.co.kr/wd/200319,www.motherbrain.co.kr
1100,인덴트코퍼레이션,시스템 소프트웨어 개발 및 공급업,,2018.0,중소기업,63740.0,서울특별시 성동구,파이썬 개발자,"인프라,서비스구축,클라우드,실험,실험설계,분석,AWS,GCP,MLOps",3,"역량,동영상,온라인,광고,플랫폼,스타트업,모델,이미지,텍스트,비정형,데이터,처리,딥러닝,능력,MLOps,Problem Solving",https://www.wanted.co.kr/wd/159081,indentcorp.com
1101,에임,응용 소프트웨어 개발 및 공급업,,2016.0,,251408.0,서울특별시 강남구,파이썬 개발자,"컴퓨터과학,전산,Python,django,flask,fastapi,Java,SpringBoot",5,"컴퓨터공학,전산,수학,석사,박사,학위,모바일,제작,개념,소프트웨어,기초,완성,Android,iOS,App,RDB,MySQL,NoSQL DB,MongoDB,Redis,Async",https://www.wanted.co.kr/wd/186965,www.getaim.co
1102,에스티씨랩,응용 소프트웨어 개발 및 공급업,70.0,2020.0,중소기업,1102295.0,서울특별시 강남구,파이썬 개발자,"슈팅,트러블,프로덕션,슈팅경험,인프라,클라우드,Java,Python,Go,AWS,GCP,Azure",3,"석사,데이터,시각화,그래프,라이브러리,인프라,계정,효율적,클라우드,보안,지식,로그,파이프라인,라인,분석,코딩,D,js,Plotly,js,C,Go,Rust,AWS,EKS,multi tenancy SaaS Service,Cloud,IaC,Terraform,Ansible,Ex,Terraform,Ansible",https://www.wanted.co.kr/wd/178287,www.stclab.com
1103,네이션에이,컴퓨터 프로그래밍 서비스업,,2022.0,,17688.0,서울특별시 강남구,파이썬 개발자,"석사,석사학위이상,학위,딥러닝모델,모델,최신논문,논문,자사제품,직면,집념,서버언어,인프라,형상관리,관리,코드리뷰,리뷰,업무관리,위키,ProblemSolver,C,Python,AWSCI,CD,AzureDevOps,GIT,Jira,Confluence,Notion,Slack",2,"인공지능,학위,프로젝트,현업,협업,웹,웹서비스,클린,상호,배려,소통,탐색,한편,신중,주도적,학습,사전질문,네이션,동기,프로세스,포트폴리오,처우협의,입사안내,Server side",https://www.wanted.co.kr/wd/191546,nation-a.com
1104,뉴아인,의학 및 약학 연구개발업,132.0,2017.0,중소기업,0.0,서울특별시 구로구,파이썬 개발자,"웹서비스개발경력,최소5년이상,의사소통능력,비즈니스상황,최선,클라우드,웹서비스,AWS,Azure,GCP,datamodeling,RDBMS,Nosql",5,"스타트업,리딩,부문,리더,리더급,성장,금융,백엔드,엔드,풀스택,헬스,헬스케어,디바이스,변화,협업,협업툴,툴,능력,논리적,체계적,문제,문제해결,해결,커뮤니케이션,웹,앱,프로젝트,어려움,빌드,자동화,배포,대용량,트래픽,S,W,Jira,Confluence,Git,CI,CD",https://www.wanted.co.kr/wd/202365,www.nueyne.com
1105,에이치앤비라이프,전자상거래 소매업,,2014.0,,145842.0,경기도 수원시 영통구,파이썬 개발자,"실무경력2년,학원,부트캠프기간제외,캠프,주도,주도적인업무처리,HTML,CSS,Javscript,Python,Django,RESTfulAPI",2,"최적화,클라우드,인프라,Monolithic Architecture,AWS",https://www.wanted.co.kr/wd/206603,refreshclub.co.kr
1106,디핑컴퍼니,화장품 제조업,,2021.0,,0.0,서울특별시 성동구,파이썬 개발자,"애플리케이션,애플리케이션개발,프로젝트,프로젝트관리,관리,명령어,명령어사용경험,RESTfulAPI,Python,Python,Django,Mysql,MariaDB,RDBMS,Github,Linux,Unix",2,"빌드,배포,자동화,역량,적극적,열정적,공부,Linux,Jenkins,ORM",https://www.wanted.co.kr/wd/191188,www.deeping.kr/
1107,퀀팃,시스템 소프트웨어 개발 및 공급업,,2019.0,,183996.0,서울특별시 영등포구,파이썬 개발자,"고객관점,생각,서비스개발,런칭,보수,이후유지,보수경험,유지,PythonWebFramework,Django,FastAPI,WebApplication,B,C",5,"클라우드,만난,문제,해결,반대,기한,토끼,토끼굴,굴,목표,책,최적,해결책,이후,유지보수,성장,배려,배려심,커뮤니케이션,협업,능력,AWS,Kubernetes,GitOps,CI,CD,Kubernetes,CI,CD",https://www.wanted.co.kr/wd/148896,quantit.io/
1108,엠포스,광고대행업,237.0,2000.0,중소기업,2005269.0,서울특별시 서초구,파이썬 개발자,"내국인,경력3년이상",3,"머스,애드,애드테크,테크,도메인,주도적",https://www.wanted.co.kr/wd/183327,www.emforce.co.kr
1109,컨택스츠아이오,시스템 소프트웨어 개발 및 공급업,,2020.0,,6530.0,서울특별시 강남구,파이썬 개발자,"파이프,대규모,데이터,파이프라인,마트,모델링,서빙,자동화,자동화경험,Language,Python,Scala,Rust,RealtimeProcessEngineering,usecase,AnalyticalEngineering,DataWarehouse,BackendEngineering,DataAPIServer,PostgreSQL,DBMS,Redis,InMemoryStorage,CI,CD,Test,CI,CD",5,"금융,블록,블록체인,체인,데이터,빅데이터,웨어하우스,하우스,프레임워크,프로덕션,파이프라인,라인,실시간,컨테이너,스트레이션,레이션,자동화,인프라,운용,록,록체인,BigQuery,Snowflake,Spark,Trino,DBT,OLTP,OLAP Database,Airflow,ETL,Kafka,Flink,Kubernetes,CI,CD,AWS,GCP,Cloud,IaC",https://www.wanted.co.kr/wd/198778,nftbank.ai
1110,에이제이코퍼레이션,전자상거래 소매업,,2018.0,,184390.0,서울특별시 송파구,파이썬 개발자,"형상관리,관리,클라우드,클라우드환경,JAVA,SpringFramework,Python,Django,RestfulAPI,DFR,Python,Git,AWS",3,"온라인,머스,쇼핑몰,구축,스포츠,스포츠업계,업계,경력자,대용량,트래픽,마라톤,달리기,or",https://www.wanted.co.kr/wd/200804,https://sportsmetro.co.kr
1111,웨이커,데이터베이스 및 온라인정보 제공업,,2020.0,,3288.0,서울특별시 강남구,파이썬 개발자,"개발3년이상,분산,데이터,파이프,분산처리,파이프라인,자료,자료구조,알고리즘,클라우드,클라우드서비스사용경험,협업도구활용이용,DW,DataLake,DataMart,PostgreSQL,RDB,AWS,Airflow,git,jira",3,"증시,도메인,자연어,처리,스타트업,성장,주식,투자,AI",https://www.wanted.co.kr/wd/183274,waiker.ai/ko
1112,프라이데이즈랩,응용 소프트웨어 개발 및 공급업,,2021.0,,14337.0,서울특별시 강남구,파이썬 개발자,"백엔드,최소3년이상,프러덕개발,배포경험,컨테이너기반환경,생각,Web,base,MLops,Docker",3,"영어,커뮤니케이션,백엔드,엔드,서버,데이터,분석,마케팅,솔루션,머스,리터,틱스,비즈니스,도메인,클라우드,컴퓨팅,웹,배포,라이브러리,문제,해결책,처리,프레임워크,Python,AWS S,Azure,Serverless,Pandas,Numpy,root,Python,Go,Pandas,NumPy,AWS Lambda,AWS S,PostgreSQL",https://www.wanted.co.kr/wd/198197,www.retentics.com/kor
1113,누리랩,응용 소프트웨어 개발 및 공급업,24.0,2015.0,중소기업,223434.0,서울특별시 영등포구,파이썬 개발자,,2,"병역,병역특례,특례,보충역,프로그래밍,취약점,분석,보안,동아리,해킹,해킹대회,C,C,JAVA,Windows,Linux",https://www.wanted.co.kr/wd/201697,www.nurilab.com
1114,크로스이엔에프,그 외 기타 금융 지원 서비스업,,2017.0,,579241.0,서울특별시 강남구,파이썬 개발자,"서버개발경험5,웹프레임,활용경험,서버운영경험,Python,Django,Tornado,Flask,Python,Ubuntu",5,"금융,성능,멀티,멀티프로세스,프로세스,티스,티스레드,프로그래밍,대용량,처리,영어,성장,프로덕트,아이,API,API",https://www.wanted.co.kr/wd/153489,www.crossenf.com
1115,브이몬스터,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 서대문구,파이썬 개발자,"관련분야실무2,프롬프트,동작원리,효과적,프로젝트,프레임워크,동료,논리적,체계적,AI,NLP,LLM,LLM,ChatGPT,DeepLearning,PyTorch,Tensorflow",2,"석사,학위,인공지능,모델,프롬,프롬프트,엔지니어링,파인,파인튜닝,튜닝,파이프라인,라인,기술적,구축,스타트업,프로세스,성장,AI,GPT,Stable Diffusion,LLM,LLM,LLM,MLOps",https://www.wanted.co.kr/wd/207219,vmonster.io/
1116,블렌딩,음반 및 비디오물 도매업,,2019.0,소기업,1200425.0,서울특별시 강남구,파이썬 개발자,"열망,스타일,개발자분,개발경력최소5,역량보유자,AWS,Python,API",3,"웹,플리케이션,프론트,프론트엔드,엔드,음악,음악유통정산,유통,정산,프로젝트,참여경험,로그,주실,개발자,Computer Science,Engineering,Python,Django Framework,ELK",https://www.wanted.co.kr/wd/207437,www.vlending.co.kr
1117,엠몬스타,전자상거래 소매업,,2017.0,,56711.0,경기도 성남시 수정구,파이썬 개발자,"클라우드,클라우드서비스,Python,Flask,FastApi,Django,Celery,Scrapy,RabbitMQ,ZMQ,Odin,Pydantic,GraphQL,Rest,Mysql,Redis,Docker,AWS,Azure,Git,Kafka",3,"머스,Kafka",https://www.wanted.co.kr/wd/196490,www.mmonstar.co.kr
1118,엑스브레인,컴퓨터시스템 통합 자문 및 구축 서비스업,,2014.0,,34636.0,경상북도 포항시 남구,파이썬 개발자,"서비스개발실무3,애자일,스크럼,스크럼문화,Python,JS,TS,Django,FastAPI,Flask,Spring,HTTPAPI,React,Angular,Vue,WebFrontend",2,"이미지,프로세싱,데이터,분석,OpenCV,numpy,pandas",https://www.wanted.co.kr/wd/190641,www.xbrain.team
1119,코넥티브,응용 소프트웨어 개발 및 공급업,,2021.0,,0.0,서울특별시 강남구,파이썬 개발자,"컴퓨터공학관련이공계,이공계,학사이상,의료,데이터,데이터경험,형상관리툴사용가능,관리,목표,자기주도적",5,"의료분야,논문,디지털,헬스,헬스케어,스타트업,의료영상처리,영상,처리,배포,개발환경,Python,Backend,AWS",https://www.wanted.co.kr/wd/196688,connecteve.com
1120,인터엑스,응용 소프트웨어 개발 및 공급업,11.0,2010.0,중소기업,132825.0,경기도 성남시 분당구,파이썬 개발자,"설계경험,작성경험,Python,API,Backend,RESTAPI,DB,UML,SW,UML,Python,RESTAPI,MariaDB,PostgresqlDB,MS,SQL,Oracle,RDB",3,"성능,최적화,배포,자동화,비즈니스,효율적,데이터,대응,처리,능력,SW Architect,DB,Oracle,SQL Server,MySQL,MariaDB,PostgreSQL,influxDB,MongoDB,SQL,Docker,API",https://www.wanted.co.kr/wd/196731,www.interxsoft.com
1121,엑스브레인,컴퓨터시스템 통합 자문 및 구축 서비스업,,2014.0,,34636.0,경상북도 포항시 남구,파이썬 개발자,"컴퓨터공학과졸업,개발실무3년,데이터,데이터분석경험,분석,애자일,스크럼,스크럼문화,ETL,ETL,numpy,pandas",2,"능력,MLOps,ML,DevOps",https://www.wanted.co.kr/wd/190642,www.xbrain.team
1122,인터엑스,응용 소프트웨어 개발 및 공급업,11.0,2010.0,중소기업,132825.0,경기도 성남시 분당구,파이썬 개발자,"엔드개발경력2,웹서버,웹서버구축,최적화,최적화경험,리눅스,리눅스환경,친화,Nginx,Apache",2,"백엔드,엔드,능력,디자인,직관,문제점,해결,주도적,책임감,문제,정의,해결책,REST API",https://www.wanted.co.kr/wd/194865,www.interxsoft.com
1123,어밸브,응용 소프트웨어 개발 및 공급업,6.0,2019.0,중소기업,95198.0,경기도 성남시 수정구,파이썬 개발자,"클라우드,클라우드서비스,프로젝트,프로그래밍언어,AWS,EC,S,RDS,Lambda,DBMS,MySQL,PostgreSQL,Node,js,Express,js,FastAPI,Flask,ServerFramework,Javascript,Python",1,"자동,데이터,처리,솔루션,머신러닝,모델,프로젝트,협업,협업툴,툴,실력,포트폴리오,계신,AI,AWS SageMaker",https://www.wanted.co.kr/wd/207591,www.avalve.co.kr
1124,마이크로프로텍트,컴퓨터시스템 통합 자문 및 구축 서비스업,7.0,2019.0,중소기업,18982.0,서울특별시 서초구,파이썬 개발자,"빅데이터연구,데이터,연구,각종웹,패킷,분석,패킷정보,정보,디바이스,접근경험,디바이스시스템,네트워크",3,"팀웍,소통,금융,인더스트리,스타트업",https://www.wanted.co.kr/wd/205810,microprotect.com
1125,피나클FINAKLE,,7.0,2020.0,중소기업,7000.0,성남시 분당구,파이썬 개발자,"백엔드개발경력,프로젝트,프로젝트개발경험,기반프레임워크,웹서비스,핵심,효율적,데이터,데이터구조,관계형,베이스,베이스설계,모델링,실제엔드,유저대상서비스개발,리딩,개발팀,Python,AWS,API",7,"플랫폼,런칭,성장,변화,스타트업,적응,핀테크,테크,증권,증권계좌,계좌,금융,공공,금융기관,외부,웹,앱,앱서비스,지식,블록,블록체인,체인,응용경험,긍정적,마인드,주니어,엔지니어,멘토링,이해관계자,관계자,의사소통,능력,신기술,API",https://www.wanted.co.kr/wd/199785,
1126,루와콘텐츠그룹,광고 대행업,28.0,2017.0,중소기업,173940.0,서울특별시 강남구,파이썬 개발자,"경력3년이상백,개발숙련자,숙련자,클라우드,클라우드기반,구축경험자,형상관리툴,관리,버전,버전관리숙련자,디자이너,케이션가능자,해외출국,출국,결격사유,python,AWS,Server,Git",3,"해당직무,포트폴리오,영상,데이터,처리,프로젝트,머신러닝,유경험자,Python",https://www.wanted.co.kr/wd/185934,roowa.co.kr
1127,벨루가브루어리,음료 소매업,,2017.0,중소기업,38010.0,서울특별시 마포구,파이썬 개발자,"트렌드,최신기술도입,적정기술,엔지니어링,엔드개발경력2,머스,오픈마켓,마켓,주문,주문중개특성,중개,특성,서버개발,성능,성능최적화,최적화,정규화,최적화경험,인프라,인프라운영경험,웹서버,웹서버구축,Python,Django,DjangoRestframework,Cache,DB,ORM,AWS,Nginx",2,"머스,오픈마켓,마켓,주문,중개,기획,피드백,개선점,CRM,ERP,B,B,CI,CD",https://www.wanted.co.kr/wd/57779,veluga.kr
1128,스매시,데이터베이스 및 온라인정보 제공업,1.0,2022.0,중소기업,1283.0,충청남도 아산시,파이썬 개발자,"클라우드,클라우드환경,서비스개발,관련학과졸업자,졸업자,python,api,AWS",5,"협업,하드웨어,제어,개발이력,개발자,Python,MSA",https://www.wanted.co.kr/wd/141091,www.smaxh.com
1129,피나클FINAKLE,,7.0,2020.0,중소기업,7000.0,성남시 분당구,파이썬 개발자,"최소2년이상,워크경험,배포경험,포지션,프로덕션,프로덕션경험,증권,증권계좌연동,계좌,금융공공,공공,금융기관,기관,외부시스템,Python,FastAPI,Flask,Djangoetc,AWS,API",2,"핀테크,테크,블록,블록체인,체인,응용경험,남성,병역,의무,군면제,면제",https://www.wanted.co.kr/wd/192891,
1130,라이언로켓,응용 소프트웨어 개발 및 공급업,,2019.0,,26262.0,서울특별시 중구,파이썬 개발자,"백엔드개발경험,애자일개발,프로세스경험,도전적,해결책,Python,django,Jira,Git,AWS,GCP,Cloud",5,"인공지능,모델,웹,앱,서빙,코드품질,커버리지,적극적,대용량,트래픽,처리,분산,프레임워크,운영환경,클린,클린코드,리팩토링,DB,DevOps,Celery,Docker,Orchestration",https://www.wanted.co.kr/wd/59964,www.lionrocket.ai
1131,인터엑스,응용 소프트웨어 개발 및 공급업,11.0,2010.0,중소기업,132825.0,경기도 성남시 분당구,파이썬 개발자,"유사,형상관리경험,관리,Python,API,Backend,RESTfulAPI,Git,Thread,Python,RESTAPI,MongoDB,PostgreSQL",2,"비즈니스,성능,최적화,배포,자동화,비동기,동기,프로그래밍,효율적,데이터,대응,처리,능력,DB,SQL,InfluxDB,MongoDB,Elasticsearch,Docker,API",https://www.wanted.co.kr/wd/192290,www.interxsoft.com
1132,인터엑스,응용 소프트웨어 개발 및 공급업,11.0,2010.0,중소기업,132825.0,경기도 성남시 분당구,파이썬 개발자,"설계경험,작성경험,Python,API,Backend,RESTAPI,DB,UML,SW,UML,Python,RESTAPI,MariaDB,PostgresqlDB,MS,SQL,Oracle,RDB",5,"성능,최적화,배포,자동화,비즈니스,효율적,데이터,대응,처리,능력,SW Architect,DB,Oracle,SQL Server,MySQL,MariaDB,PostgreSQL,influxDB,MongoDB,SQL,Docker,API",https://www.wanted.co.kr/wd/201315,www.interxsoft.com
1133,아템드메라키,"전시, 컨벤션 및 행사 대행업",,2020.0,,,서울특별시 송파구,파이썬 개발자,"통계학,응용,응용수학,경영,경영관리,관리,경제학,학문,물리학,정량적,정량적기술,최소데이터과학,데이터,통계,관련분야,학사학위,학위,투자,투자연구기능경험,연구,자바,의통계프로그래밍기술,데이터관리,통찰력,리눅스,정량적연구,컴퓨터기술,이해도,투자관리업계,연구활동,활동,열정,디지털,디지털자산산업,산업,SQL,Spark",0,"석사,석사학위,학위,박사,박사학위,박사과정",https://www.wanted.co.kr/wd/183020,algorith.capital/
1134,아템드메라키,"전시, 컨벤션 및 행사 대행업",,2020.0,,,서울특별시 송파구,파이썬 개발자,"통계학,응용,응용수학,경영,경영관리,관리,경제학,학문,물리학,정량적,정량적기술,최소데이터과학,데이터,통계,관련분야,학사학위,학위,투자,투자연구기능,연구,자바,의통계프로그래밍기술,데이터관리,통찰력,리눅스,정량적연구,컴퓨터기술,이해도,투자관리업계,연구활동,활동,열정,디지털,디지털자산산업,산업,SQL,Spark",1,"석사,석사학위,학위,박사,박사학위,박사과정",https://www.wanted.co.kr/wd/119388,algorith.capital/
1135,알지티,산업용 로봇 제조업,9.0,2018.0,,120284.0,대전광역시 유성구,파이썬 개발자,"경력3년이상,비게이션분야,제품개발,다중,다중로봇,비게이션알고리즘,로봇,알고리즘,다중로봇충돌예측,충돌,예측,알고리즘개발경력자,개발경력자,소프트웨어,소프트웨어언어능통,능통,비즈니스회화능력,회화,collisionmap,Globalpathplanning,A,C,C,Python,Git",3,"석사,박사,학위,수여자,여자,영어,영어가능자,자율주행로봇,로봇,라인,라인트레이서,트레이서,열정적,팀원,동기,외국어,경력3년이상,기계,메카트로닉스,응용소프트웨어공학,소프트웨어,제어,제어계측공학,계측,navigation,ISO,AMR,Autonomous Mobile Robot,or,ROS,OPIc IL",https://www.wanted.co.kr/wd/157473,www.rgt.kr
1136,애딥랩,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 동작구,파이썬 개발자,"언어기반개발경험,자료,자료구조,알고리즘,데이터베이스,분산,분산처리,기초지식,리딩,리딩경험,주도,주도적인문제해결,운기술도입,토대,동료,C,Go,Java,Python,Hack",5,"프레임워크,적극적,클라우드,아키텍처,영어,AWS,Azure",https://www.wanted.co.kr/wd/178948,addeeplab.com
1137,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,파이썬 개발자,"자바,C,Linux",3,"컨테이너,구축,CI,CD,DevOps,MySQL,ELK,Kubernetes,AWS,Cloud",https://www.wanted.co.kr/wd/207709,www.genians.co.kr
1138,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,파이썬 개발자,"자바,관련개발경험,C,AWS,Cloud,Linux",0,"컨테이너,구축,CI,CD,DevOps,MySQL,ELK,Kubernetes",https://www.wanted.co.kr/wd/207700,www.genians.co.kr
1139,샌즈랩,시스템 소프트웨어 개발 및 공급업,51.0,2004.0,중소기업,929953.0,경기도 과천시,파이썬 개발자,"과장급,국내외,국내외4년제대,제대,학관련학과전공자,관련경력6년,대리,대리급,학졸업,관련경력3년,Python,C,C,Python,C,C",3,"과장급,프로젝트,보안,악성,악성코드,분석,머신러닝,모델,자격증,대리,대리급,PM,PL,IT,IT,Linux,Network,IT",https://www.wanted.co.kr/wd/133871,www.sandslab.io
1140,수커뮤니케이션,광고대행업,12.0,2010.0,중소기업,562132.0,서울특별시 성동구,파이썬 개발자,"경력10년,php,mysql,linux,AOS,IOS",5,"광고,광고플랫폼,플랫폼,대용량,데이터,데이타",https://www.wanted.co.kr/wd/172717,www.susucomm.co.kr
1141,에드워드코리아,기체 펌프 및 압축기 제조업,1441.0,1992.0,중견기업,102365598.0,충청남도 천안시 서북구,파이썬 개발자,"사원,팀원급,2년미만,기타필수사항,관련전공자,영어가능자,영어능통,능통,IT,TOEIC,OPICIH,TOEICSpeakingTest",0,"해당직무,인턴,인턴경력,알바,알바경험,통계,통계분석능숙자,분석,숙자,컴퓨터활용능력,능력",https://www.wanted.co.kr/wd/134800,www.edwardsvacuum.com
1142,디웨이브,의료기기 도매업,2.0,2022.0,중소기업,2.0,서울특별시 강남구,파이썬 개발자,"데이터,데이터분석,분석,개발경험2년,중급,중급이상,숙련도,python,SQL",2,"보건,보건의료,빅데이터,데이터,석사,박사이",https://www.wanted.co.kr/wd/166384,diwave.io/
1143,블렌딩,음반 및 비디오물 도매업,,2019.0,소기업,1200425.0,서울특별시 강남구,파이썬 개발자,"개발경력최소5,역량보유자,프로젝트,스터디,정보,소스코드,포트,API,Python,Github",5,"웹,플리케이션,프론트,프론트엔드,엔드,대용량,트래픽,처리,사용중인,협업,플랫폼,인프라,데이터,Computer Science,Engineering,Django Framework,Git,JIRA,Swagger,Python Django,Node,js Express,JAVA Spring,AWS,Jenkins,MySQL,Redis,Elastic Search,ELK",https://www.wanted.co.kr/wd/151731,www.vlending.co.kr
1144,리걸테크,응용 소프트웨어 개발 및 공급업,,2015.0,,281991.0,서울특별시 강남구,파이썬 개발자,"웹서비스개발3,년이상유경험자,웹서비스개발,Python,DJango",3,"일본어,블록,블록체인,체인,지식",https://www.wanted.co.kr/wd/148349,www.inboxcrm.com
